"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Article from Conference in a Book		ILL19DA6095	France (not ILL)/France (ILL)/Italy/Germany/Switzerland/Poland/Belgium/Austria/Spain/UK/Croatia/Greece/Russia/Portugal/India/Japan		Nuclear and Particle Physics	Damone L.A., Barbagallo M., Mastromarco M., Mengoni A., Colonna N., Cosentino L., Maugeri E.A., Heinitz S., Schumann D., Dressler R., Käppeler F., Finocchiaro P., Andrzejewski J., Perkowski J., Gawlik A., Aberle O., Altstadt S., Ayranov M., Audouin L., Bacak M., Balibrea-Correa J., Ballof J., Bcares V., Be?vá? F., Beinrucker C., Bellia G., Bernardes A.P., Berthoumieux E., Billowes J., Borge M.J.G., Bosnar D., Brown A., Brügger M., Busso M., Caamaño M., Calviño F., Calviani M., Cano-Ott D., Cardella R., Casanovas A., Castelluccio D.M., Catherall R., Cerutti F., Chen Y.H., Chiaveri E., Cortés G., Cortés-Giraldo M.A., Cristallo S., Diakaki M., Dietz M., Domingo-Pardo C., Dorsival A., Dupont E., Dúran I., Fernández-Domínguez B., Ferrari A., Ferreira P., Furman W., Ganesan S., Garca-Rios A., Gilardoni S., Glodariu T., Göbel K., Gonçalves I.F., González-Romero E., Goodacre T.D., Griesmayer E., Guerrero C., Gunsing F., Harada H., Heftrich T., Heyse J., Jenkins D.G., Jericha E., Johnston K., Kadi Y., Kalamara A., Katabuchi T., Kavrigin P., Kimura A., Kivel N., Köster U., Kokkoris M., Krti?ka M., Kurtulgil D., Leal-Cidoncha E., Lederer-Woods C., Leeb H., Lerendegui-Marco J., Lo Meo S., Lonsdale S.J., Losito R., Macina D., Marganiec J., Marsh B., Martínez T., Martins Correia J.G., Masi A., Massimi C., Mastinu P., Matteucci F., Mazzone A., Mendoza E., Milazzo P.M., Mingrone F., Mirea M., Musumarra A., Negret A., Nolte R., Oprea A., Patronis N., Pavlik A., Piersanti L., Piscopo M., Plompen A., Porras I., Praena J., Quesada J.M., Radeck D., Rajeev K., Rauscher T., Reifarth R., Riego-Perez A., Rothe S., Rout P., Rubbia C., Ryan J., Sabaté-Gilarte M., Saxena A., Schell J., Schillebeeckx P., Schmidt S., Sedyshev P., Seiffert C., Smith A.G., Sosnin N.V., Stamatopoulos A., Stora T., Tagliente G., Taín J.L., Tarifeño-Saldivia A., Tassan-Got L., Tsinganis A., Valenta S., Vannini G., Variale V., Vaz P., Ventura A., Vlachoudis V., Vlastou R., Wallner A., Warren S., Weigand M., Weis C., Wolf C., Woods P.J., Wright T., ?ugec P.	Köster U.	7Be(n,p) 7Li cross section measurement for the cosmological lithium problem at the n_TOF facility at CERN	Springer Proceedings in Physics	219	25-32	2019		10.1007/978-3-030-13876-9_5		
Journal article		ILL19DE6070	Belgium/France (ILL)/France (not ILL)		Biology	Delbeke E.I.P., Everaert J., Lozach O., Le Gall T., Berchel M., Montier T., Jaffrès P.A., Rigole P., Coeneye T., Brennich M., Baccile N., Roelants S.L.K.W., Soetaert W., Van Bogaert I.N.A., Van Geem K.M., Stevens C.V.	Brennich M.	Lipid?based quaternary ammonium sophorolipid amphiphiles with antimicrobial and transfection activities	ChemSusChem	12	3642-3653	2019		10.1002/cssc.201900721	WOS:000473943100001	
Journal article		ILL19DU6127	France (ILL)/France (not ILL)/Canada/Hungary/Italy/Spain/South Africa/Germany		Nuclear and Particle Physics	Dudouet J., Lemasson A., Maquart G., Nowacki F., Verney D., Rejmund M., Duchêne G., Stezowski O., Clément E., Michelagnoli C., Korichi A., Andreoiu C., Astier A., de Angelis G., de France G., Delafosse C., Deloncle I., Didierjean F., Dombrádi Z., Ducoin C., Gadea A., Gottardo A., Guinet D., Jacquot B., Jones P., Konstantinopoulos T., Kuti I., Le Blanc F., Lenzi S.M., Li G., Lozeva R., Million B., Napoli D.R., Navin A., Pérez-Vidal R.M., Petrache C.M., Ralet D., Ramdhane M., Redon N., Schmitt C., Sohler D.	Michelagnoli C.	Excitations of the magic N=50 neutron-core revealed in 81Ga	Physical Review C	100	011301-1-011301-6	2019		10.1103/PhysRevC.100.011301	WOS:000475500200001	
Journal article		ILL19DU6004	USA/France (ILL)/France (not ILL)/UK/Denmark/Switzerland/Japan		Crystallography and Chemistry	Durkee D., Smith D., Torchio R., Petitgirard S., Briggs R., Kantor I., Evans S.R., Chatterji T., Irifune T., Pascarelli S., Lawler K.V., Salamat A., Kimber S.A.J.	Chatterji T.	Electronic origins of the giant volume collapse in the pyrite mineral MnS2	Journal of Solid State Chemistry	269	540-546	2019		10.1016/j.jssc.2018.10.032	WOS:000452936800073	
Non-refereed Journal		ILL22FI6043	France (ILL)			Filhol A.		Piéger les neutrons libres ? ou comment Grenoble intervient pour caractériser l'univers				2019				
Journal article		ILL19FR6012	Switzerland/France (ILL)		Medicine	Frosio T., Bertreix P., Köster U., Theis C., Magistris M.	Köster U.	Spectrum and yield to dose conversion coefficients for beta skin doses linked to the Q system	Health Physics	116	607-618	2019		10.1097/HP.0000000000000986	WOS:000463601000005	
Journal article	OA	ILL19GE6019	Germany/France (ILL)		Magnetic Structures	Georgii R., Weber T.	Weber T.	The helical magnet MnSi: Skyrmions and magnons	Quantum Beam Science	3	4-1-4-9	2019		10.3390/qubs3010004	WOS:000533302300002	
Journal article	OA	ILL19GH6103	Belgium/Slovakia/Russia/UK/Switzerland/France (ILL)/Germany/France (not ILL)/Japan		Nuclear and Particle Physics	Ghys L., Andreyev A.N., Huyse M., Van Duppen P., Antalic S., Barzakh A., Capponi L., Cocolios T.E., Cubiss J., Derkx X., De Witte H., Elseviers J., Hessberger F.P., Kalaninova Z., Köster U., Lane J.F.W., Liberati V., Mitsuoka S., Nagame Y., Nishio K., Ota S., Pauwels D., Page R.D., Popescu L., Radulov D., Rajabali M.M., Rapisarda E., Sandhu K., Truesdale V.L., Van den Bergh P., Wakabayashi Y.	Köster U.	?-decay properties of 200,202Fr	Physical Review C	100	054310-1-054310-13	2019		10.1103/PhysRevC.100.054310	WOS:000495064700003	
Journal article	OA	ILL19GO6107	Germany/France (not ILL)/France (ILL)/Italy/UK/Spain/Sweden/Switzerland/Poland		Nuclear and Particle Physics	Goldkuhle A., Fransen C., Blazhev A., Beckers M., Birkenbach B., Braunroth T., Clément E., Dewald A., Dudouet J., Eberth J., Hess H., Jacquot B., Jolie J., Kim Y.H., Lemasson A., Lenzi S.M., Li H.J., Litzinger J., Michelagnoli C., Müller-Gatermann C., Nara Singh B.S., Pérez-Vidal R.M., Ralet D., Reiter P., Vogt A., Warr N., Zell K.O., Ataç A., Barrientos D., Barthe-Dejean C., Benzoni G., Boston A.J., Boston H.C., Bourgault P., Burrows I., Cacitti J., Cederwall B., Ciema?a M., Cullen D.M., de France G., Domingo-Pardo C., Foucher J.L., Frémont G., Gadea A., Gangnant P., Gonzalez V., Goupil J., Henrich C., Houarner C., Jean M., Judson D.S., Korichi A., Korten W., Labiche M., Lefevre A., Legeard L., Legruel F., Leoni S., Ljungvall J., Maj A., Maugeais C., Ménager L., Menard N., Menegazzo R., Mengoni D., Million B., Munoz H., Napoli D.R., Navin A., Nyberg J., Ozille M., Podolyák Z., Pullia A., Raine B., Recchia F., Ropert J., Saillant F., Salsac M.D., Sanchis E., Schmitt C., Simpson J., Spitaels C., Stezowski O., Theisen C., Toulemonde M., Tripon M., Valiente Dobon J.J., Voltolini G., Zieli?ska M.	Kim Y.H.	Lifetime measurements in 52,54Ti to study shell evolution toward N=32	Physical Review C	100	054317-1-054317-12	2019		10.1103/PhysRevC.100.054317	WOS:000496925500001	
Article from Conference in a Journal	OA	ILL20GO6009	Germany/France (ILL)/France (not ILL)/Italy/UK/Spain		Nuclear and Particle Physics	Goldkuhle A., Fransen C., Dewald A., Alahari N., Beckers M., Birkenbach B., Blazhev A., Braunroth T., Clément E., de France G., Dudouet J., Eberth J., Hess H., Jacquot B., Kim Y.H., Lemasson A., Lenzi S.M., Li H., Ljungvall J., Litzinger J., Michelagnoli C., Müller-Gatermann C., Napoli D.R., Nara Singh B.S., Pérez-Vidal R.M., Ralet D., Reiter P., Rejmund M., Vogt A., Warr N., Zell K.O., Zieli?ska M.	Kim Y.H./Michelagnoli C.	Preliminary results of lifetime measurements in neutron-rich 53Ti	EPJ Web of Conferences	223	01022-1-01022-4	2019		10.1051/epjconf/201922301022	WOS:000537623100022	
Journal article	OA	ILL20GO6058	UK/France (ILL)		Applied Physics, Instrumentation and Techniques	Goodway C., McIntyre P., Sears A., Belkhier N., Burgess G., Kirichek O., Lelièvre-Berna E., Marchal F., Turc S., Wakefield S.	Belkhier N./Lelièvre-Berna E./Marchal F./Turc S.	A fast-cooling mode for blue series furnaces	Journal of Neutron Research	21	137-142	2019		10.3233/JNR-190128		
Journal article		ILL19GO6084	Germany/France (ILL)/Czech Republic/France (not ILL)/Russia		Magnetic Excitations	Gorbunov D.I., Strohm C., Henriques M.S., van der Linden P., Pedersen B., Mushnikov N.V., Rosenfeld E.V., Petrícek V., Mathon O., Wosnitza J., Andreev A.V.	Henriques M.S.	Microscopic nature of the first-order field-induced phase transition in the strongly anisotropic ferrimagnet HoFe5Al7	Physical Review Letters	122	127205-1-127205-6	2019		10.1103/PhysRevLett.122.127205	WOS:000462936100012	
Journal article	OA	ILL19GR6081	France (ILL)/Germany/Sweden		Soft Matter	Grimaldo M., Roosen-Runge F., Zhang F., Schreiber F., Seydel T.	Grimaldo M./Roosen-Runge F./Seydel T.	Dynamics of proteins in solution	Quarterly Reviews of Biophysics	52	e7-1-e7-63	2019		10.1017/S0033583519000027	WOS:000534571400006	
Journal article		ILL20GR6069	UK/Algeria/France (ILL)/France (not ILL)/Italy/Germany/Romania/Spain/Croatia/Norway		Nuclear and Particle Physics	Grocutt L., Chapman R., Bouhelal M., Haas F., Goasduff A., Smith J.F., Courtin S., Bazzacco D., Braunroth T., Capponi L., Corradi L., Derkx X., Désesquelles P., Doncel M., Fioretto E., Gottardo A., Liberati V., Melon B., Mengoni D., Michelagnoli C., Mijatovi? T., Modamio V., Montagnoli G., Montanari D., Mulholland K.F., Napoli D.R., Petrache C., Pipidis A., Recchia F., Sahin E., Singh P.P., Stefanini A.M., Szilner S., Valiente-Dobón J.J.	Michelagnoli C.	Lifetime measurements of N?20 phosphorus isotopes using the AGATA ?-ray tracking spectrometer	Physical Review C	100	064308-1-064308-18	2019		10.1103/PhysRevC.100.064308		
Journal article		ILL19HA6025	UK/France (ILL)/Germany		Crystallography and Chemistry	Hart A.G., Hansen T.C., Kuhs W.F.	Hansen T.C.	A hidden Markov model for describing turbostratic disorder applied to carbon blacks and graphene	Acta Crystallographica A	75	501-516	2019		10.1107/S2053273319000615	WOS:000466718200008	
Journal article		ILL19HE6016	Belgium/France (ILL)		Nuclear and Particle Physics	Heinitz S., Köster U.	Köster U.	Zirconium isotope found to be a neutron poison	Nature Physics	15	208-209	2019		10.1038/s41567-019-0452-5	WOS:000460166500012	
Journal article		ILL19HE6067	Spain/France (ILL)		Magnetic Structures	Hernández J.J., Puente-Orench I., Ezquerra T.A., Gutiérrez-Fernández E., García-Gutiérrez M.C.	Puente-Orench I.	Confinement effects in one-dimensional nanoarrays of polymer semiconductors and their photovoltaic blends	Polymer	163	13-19	2019		10.1016/j.polymer.2018.12.036	WOS:000456333200002	
Journal article	OA	ILL19HE6014	France (ILL)/Germany		Crystallography and Chemistry	Hess D., Mayer P.	Hess D.	The crystal structures of benzylammonium phenylacetate and its hydrate	Acta Crystallographica E	75	194-201	2019		10.1107/S2056989019000288	WOS:000457717300020	
Journal article		ILL19HI6006	Australia/Germany/France (ILL)		Magnetic Excitations	Hicks T.J., Keller T., Wildes A.R.	Wildes A.R.	Magnetic dipole splitting of magnon bands in a two dimensional antiferromagnet	Journal of Magnetism and Magnetic Materials	474	512-516	2019		10.1016/j.jmmm.2018.10.136	WOS:000459494600075	
Journal article		ILL19HO6059	France (ILL)/France (not ILL)/Italy		Theory	Holzmann M., Moroni S.	Holzmann M.	Orbital-dependent backflow wave functions for real-space quantum Monte Carlo	Physical Review B	99	085121-1-085121-5	2019		10.1103/PhysRevB.99.085121	WOS:000458368400003	
Journal article		ILL19HU6052	USA/Taiwan/France (ILL)		Soft Matter	Huang G.R., Wang Y.G., Do C., Porcar L., Shinohara Y., Egami T., Chen W.R.	Porcar L.	Determining gyration tensor of orienting macromolecules through their scattering signature	Journal of Physical Chemistry Letters	10	3978-3984	2019		10.1021/acs.jpclett.9b01418	WOS:000476694300024	
Journal article	OA	ILL19JA6020	Finland/France (ILL)		Medicine	Jakobsson U., Mäkilä E., Airaksinen A.J., Alanen O., Etile A., Köster U., Ranjan S., Salonen J., Santos H.A., Helariutta K.	Köster U.	Porous silicon as a platform for radiation theranostics together with a novel RIB-based radiolanthanoid	Contrast Media & Molecular Imaging	2019	3728563-1-3728563-9	2019		10.1155/2019/3728563	WOS:000462382100001	
Journal article		ILL19KA6005	Estonia/France (ILL)/France (not ILL)/Russia		Biology	Kangur L., Timpmann K., Zeller D., Masson P., Peters J., Freiberg A.	Zeller D./Peters J.	Structural stability of human butyrylcholinesterase under high hydrostatic pressure	Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics	1867	107-113	2019		10.1016/j.bbapap.2018.11.001	WOS:000457810900003	
Journal article		ILL19KA6088	India/Germany/France (ILL)		Soft Matter	Kanwar R., Gradzielski M., Prévost S., Appavou M.S., Mehta S.K.	Prévost S.	Experimental validation of biocompatible nanostructured lipid carriers of sophorolipid: Optimization, characterization and in-vitro evaluation	Colloids and Surfaces B	181	845-855	2019		10.1016/j.colsurfb.2019.06.036	WOS:000481565300098	
Journal article		ILL19KA6104	Germany/France (ILL)/India		Soft Matter	Kanwar R., Gradzielski M., Prévost S., Kaur G., Appavou M.S., Mehta S.K.	Prévost S.	Physicochemical stimuli as tuning parameters to modulate the structure and stability of nanostructured lipid carriers and release kinetics of encapsulated antileprosy drugs	Journal of Materials Chemistry B	7	6539-6555	2019		10.1039/C9TB01330J	WOS:000493525000006	
Journal article		ILL19KA6121	India/Germany/France (ILL)		Soft Matter	Kanwar R., Gradzielski M., Prévost S., Kaur G., Clemens D., Appavou M.S., Mehta S.K.	Prévost S.	Effect of lipid chain length on nanostructured lipid carriers: Comprehensive structural evaluation by scattering techniques	Journal of Colloid and Interface Science	534	95-104	2019		10.1016/j.jcis.2018.08.066	WOS:000449235600012	
Journal article		ILL19KA6013	France (ILL)/France (not ILL)/Austria/Spain		Crystallography and Chemistry	Katcho N.A., Carrete J., Reynaud M., Rousse G., Casas-Cabanas M., Mingo N., Rodríguez-Carvajal J., Carrasco J.	Katcho N.A./Rodríguez-Carvajal J.	An investigation of the structural properties of Li and Na fast ion conductors using high-throughput bond-valence calculations and machine learning	Journal of Applied Crystallography	52	148-157	2019		10.1107/S1600576718018484	WOS:000457697200015	
Journal article		ILL19KA6017	Germany/Italy/France (ILL)/France (not ILL)/Spain/Norway/USA/Croatia/UK/Romania/Poland		Nuclear and Particle Physics	Kaya L., Vogt A., Reiter P., Müller-Gatermann C., Gargano A., Coraggio L., Itaco N., Blazhev A., Arnswald K., Bazzacco D., Birkenbach B., Bracco A., Bruyneel B., Corradi L., Crespi F.C.L., de Angelis G., Droste M., Eberth J., Farnea E., Fioretto E., Fransen C., Gadea A., Giaz A., Görgen A., Gottardo A., Hadynska-Klek K., Hess H., Hetzenegger R., Hirsch R., John P.R., Jolie J., Jungclaus A., Korten W., Leoni S., Lewandowski L., Lunardi S., Menegazzo R., Mengoni D., Michelagnoli C., Mijatovi? T., Montagnoli G., Montanari D., Napoli D., Podolyák Z., Pollarolo G., Recchia F., Rosiak D., Saed-Samii N., Sahin E., Siciliano M., Scarlassara F., Seidlitz M., Söderström P.A., Stefanini A.M., Stezowski O., Szilner S., Szpak B., Ur C., Valiente-Dobón J.J., Weinert M., Wolf K., Zell K. O.	Michelagnoli C.	Identification of high-spin proton configurations in 136Ba and 137Ba	Physical Review C	99	014301-1-014301-19	2019		10.1103/PhysRevC.99.014301	WOS:000454768000002	
Journal article		ILL19KA6092	Germany/France (ILL)/Italy/Japan/China/Spain/Norway/Croatia/UK/Romania/Poland		Nuclear and Particle Physics	Kaya L., Vogt A., Reiter P., Siciliano M., Shimizu N., Utsuno Y., Wang H.K., Gargano A., Coraggio L., Itaco N., Arnswald K., Bazzacco D., Birkenbach B., Blazhev A., Bracco A., Bruyneel B., Corradi L., Crespi F.C.L., de Angelis G., Droste M., Eberth J., Esmaylzadeh A., Farnea E., Fioretto E., Fransen C., Gadea A., Giaz A., Görgen A., Gottardo A., Hadynska-Klek K., Hess H., Hirsch R., John P.R., Jolie J., Jungclaus A., Karayonchev V., Kornwebel L., Korten W., Leoni S., Lewandowski L., Lunardi S., Menegazzo R., Mengoni D., Michelagnoli C., Mijatovi? T., Montagnoli G., Montanari D., Müller-Gatermann C., Napoli D., Podolyák Z., Pollarolo G., Recchia F., Régis J.M., Saed-Samii N., Sahin E., Scarlassara F., Schomacker K., Seidlitz M., Siebeck B., Söderström P.A., Stefanini A.M., Stezowski O., Szilner S., Szpak B., Teruya E., Ur C., Valiente-Dobón J.J., Wolf K., Yanase K., Yoshinaga N., Zell K.O.	Michelagnoli C.	Isomer spectroscopy in 133Ba and high-spin structure of 134Ba	Physical Review C	100	024323-1-024323-18	2019		10.1103/PhysRevC.100.024323	WOS:000480688200004	
Journal article		ILL19KE6111	Germany/France (ILL)/UK		Biology	Kehlenbeck D.M., Josts I., Nitsche J., Busch S., Forsyth V.T., Tidow H.	Forsyth V.T.	Comparison of lipidic carrier systems for integral membrane proteins ? MsbA as case study	Biological Chemistry	400	1509-1518	2019		10.1515/hsz-2019-0171	WOS:000491143400008	
Journal article	OA	ILL20KI6056	UK/Spain/France (ILL)/France (not ILL)		Applied Physics, Instrumentation and Techniques	Kibble M.G., Laliena V., Goodway C.M., Lelièvre-Berna E., Kamenev K.V., Klotz S., Kirichek O.	Lelièvre-Berna E.	Low-background materials for high pressure cells used in inelastic neutron scattering experiments	Journal of Neutron Research	21	105-116	2019		10.3233/JNR-190115		
Article from Conference in a Journal	OA	ILL19KL6116	Austria/Germany/France (ILL)		Nuclear and Particle Physics	Klopf M., Jericha E., Märkisch B., Saul H., Soldner T., Abele H.	Soldner T.	Dark decay channel analysis (n?????+?e+?e?) with the PERKEO II experiment	EPJ Web of Conferences	219	05007-1-05007-4	2019		10.1051/epjconf/201921905007		
Journal article	OA	ILL20KL6057	France (ILL)/France (not ILL)		Applied Physics, Instrumentation and Techniques	Klotz S., Hansen T.C., Lelièvre-Berna E., Amand L., Maurice J., Payre C.	Hansen T.C./Lelièvre-Berna E./Maurice J./Payre C.	Advances in the use of Paris-Edinburgh presses for high pressure neutron scattering	Journal of Neutron Research	21	117-124	2019		10.3233/JNR-190120		
Journal article		ILL19LA6057	Denmark/UK/France (ILL)/Switzerland		Theory	Larsen C.B., Rømer A.T., Janas S., Treue F., Mønsted B., Shaik N.E., Rønnow H.M., Lefmann K.	Rømer A.T.	Exact diagonalization study of the Hubbard-parametrized four-spin ring exchange model on a square lattice	Physical Review B	99	054432-1-054432-12	2019		10.1103/PhysRevB.99.054432	WOS:000459930900004	
Journal article		ILL19LE6124	Germany/France (ILL)/France (not ILL)/Spain		Applied Physics, Instrumentation and Techniques	Lewandowski L., Reiter P., Birkenbach B., Bruyneel B., Clément E., Eberth J., Hess H., Michelagnoli C., Li H., Pérez-Vidal R.M., Zieli?ska M.	Michelagnoli C.	Pulse-Shape Analysis and position resolution in highly segmented HPGe AGATA detectors	European Physical Journal A	55	81-1-81-13	2019		10.1140/epja/i2019-12752-0	WOS:000468893200002	
Journal article		ILL19LI6058	USA/China/UK/France (ILL)/France (not ILL)/Germany		Magnetic Excitations	Li Y., Yin Z., Liu Z., Wang W., Xu Z., Song Y., Tian L., Huang Y., Shen D., Abernathy D.L., Niedziela J.L., Ewings R.A., Perring T.G., Pajerowski D.M., Matsuda M., Bourges P., Enderle M., Su Y., Dai P.	Enderle M.	Coexistence of ferromagnetic and stripe antiferromagnetic spin fluctuations in SrCo2As2	Physical Review Letters	122	117204-1-117204-6	2019		10.1103/PhysRevLett.122.117204	WOS:000461923000010	
Journal article	OA	ILL20MA6055	France (ILL)/Spain		Soft Matter	Maestro A., Guzmán E.	Maestro A.	Colloids at fluid interfaces	Processes	7	942-1-942-19	2019		10.3390/pr7120942		
Journal article		ILL19MA6123	Poland/China/Italy/Turkey/France (ILL)/Norway/Romania/USA		Nuclear and Particle Physics	Matejska-Minda M., Bednarczyk P., Fornal B., Xu F.R., Liang W.Y., de Angelis G., Aydin S., Brambilla S., Ciema?a M., Farnea E., Hüyük T., Jaworski G., Kmiecik M., Krzysiek M., Leoni S., Maj A., Menegazzo R., Meczynski W., Michelagnoli C., Palacz M., Recchia F., Sahin E., Styczen J., Szpak B., Ur C.A., Wadsworth R., Zi?bli?ski M.	Michelagnoli C.	Lifetime measurements of short-lived excited states, and shape changes in As69 and Ge66 nuclei	Physical Review C	100	054330-1-054330-14	2019		10.1103/PhysRevC.100.054330	WOS:000498865000002	
Article from Conference in a Journal	OA	ILL19MO6113	Austria/France (ILL)		Nuclear and Particle Physics	Moser D., Abele H., Bosina J., Fillunger H., Soldner T., Wang X., Zmeskal J., Konrad G.	Bosina J./Soldner T.	NoMoS: An R?×?B drift momentum spectrometer for beta decay studies	EPJ Web of Conferences	219	04003-1-04003-7	2019		10.1051/epjconf/201921904003		
Journal article	OA	ILL19MU6074	Germany/France (ILL)/The Netherlands/Switzerland		Medicine	Müller C., Singh A., Umbricht C.A., Kulkarni H.R., Johnston K., Benesova M., Senftleben S., Müller D., Vermeulen C., Schibli R., Köster U., van der Meulen N.P., Baum R.P.	Köster U.	Preclinical investigations and first-in-human application of 152Tb-PSMA-617 for PET/CT imaging of prostate cancer	EJNMMI Research	9	68-1-68-10	2019		10.1186/s13550-019-0538-1	WOS:000477581200002	
