"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Journal article		ILL14BE1090	Germany/Slovakia	D2B	Crystallography	Berthold R., Mihalkovic M., Burkhardt U., Prots Y., Amarsanaa A., Kreiner G.		Crystal structure, disorder and composition of the 2/1 approximant in the Al-Mg-Zn system revisited	Intermetallics	53	67-84	2014		10.1016/j.intermet.2014.02.022	WOS:000338818000010	
Journal article		ILL14BE1126	France (not ILL)	FIGARO	Crystallography	Besnard L., Protat M., Malloggi F., Daillant J., Cousin F., Pantoustier N., Guenoun P., Perrin P.		Breaking of the Bancroft rule for multiple emulsions stabilized by a single stimulable polymer	Soft Matter	10	7073-7087	2014		10.1039/C4SM00596A	WOS:000341025700022	
Journal article		ILL14BL1056	Argentina/France (not ILL)	D1A/D1B/D2B	Crystallography	Blanco M.C., De Paoli J.M., Ceppi S.A., Tirao G., Nassif V.M., Guimpel J., Carbonio R.E.		Synthesis, structural characterization and magnetic properties of the monoclinic ordered double perovskites BaLaMSbO6, with M=Mn, Co and Ni	Journal of Alloys and Compounds	606	139-148	2014		10.1016/j.jallcom.2014.04.013	WOS:000336369800024	
Journal article		ILL16BO1004	France (not ILL)	IN22/IN12/D23		Bourdarot F., Raymond S., Regnault L.P.		Neutron scattering studies on URu2Si2	Philosophical Magazine	94	3702-3722	2014	4-01-1420, 4-01-1363_refused	10.1080/14786435.2014.935513	WOS:000345384200007	
Article from Conference in a Journal		ILL15BR1036	France (not ILL)	PF2/GRANIT	Applied Physics, Instrumentation and Techniques	Brax P.		Testing chameleon fields with ultra cold neutron bound states and neutron interferometry	Physics Procedia	51	73-77	2014		10.1016/j.phpro.2013.12.017	WOS:000345438700014	
Thesis		ILL22BR1028	Germany	D22		Bressel K.		Controlling vesicle systems by amphiphilic copolymers - Steuerung und kontrolle von vesikelsystemen durch amphiphile copolymere				2014				
Journal article		ILL15BR1033	UK	D22	Biology	Brogan A.P.S., Sessions R.B., Perriman A.W., Mann S.		Molecular dynamics simulations reveal a dielectric-responsive coronal structure in protein-polymer surfactant hybrid nanoconstructs	Journal of the American Chemical Society	136	16824-16831	2014		10.1021/ja507592b	WOS:000345883900028	
Journal article		ILL14BU1062	Switzerland/Germany	IN10	Liquids and Glasses	Burankova T., Reichert E., Fossog V., Hempelmann R., Embs J.P.		The dynamics of cations in pyridinium-based ionic liquids by means of quasielastic- and inelastic neutron scattering	Journal of Molecular Liquids	192	199-207	2014		10.1016/j.molliq.2014.03.007	WOS:000336111600027	
Journal article		ILL15BU1063	UK/Sweden/Spain	IN4	Soft Matter	Busch S., Lorenz C.D., Taylor J., Pardo L.C., McLain S.E.		Short-range interactions of concentrated proline in aqueous solution	Journal of Physical Chemistry B	118	14267-14277	2014		10.1021/jp508779d	WOS:000349059700031	
Journal article		ILL15CA1090	Italy		Materials Science and Engineering	Camattari R., Paternò G., Bellucci V., Guidi V.		Quasi-mosaicity of (311) planes in silicon and its use in a Laue lens with high-focusing power	Experimental Astronomy	38	417-431	2014		10.1007/s10686-014-9429-7	WOS:000346238600004	
Journal article		ILL14CA1112	UK	FIGARO	Soft Matter	Campana M., Webster J.R.P., Zarbakhsh A.		Structural studies of nonionic dodecanol ethoxylates at the oil-water interface: Effect of increasing head group size	Langmuir	30	10241-10247	2014		10.1021/la502559r	WOS:000341230100013	
Journal article	OA	ILL21CA1041	Italy/Switzerland/Germany/Australia	D9	Crystallography and Chemistry	Capelli S.C., Bürgi H.B., Dittrich B., Grabovsky S., Jayatilaka D.		Hirshfeld atom refinement	IUCrJ	1	361-379	2014		10.1107/S2052252514014845		
Journal article		ILL14CA1087	France (not ILL)/Germany	D1A	Materials Science and Engineering	Carradó A., Palkowski H.		Interface and in bulk residual stress analysis in biomedical systems by non-destructive techniques	Surface and Coatings Technology	243	10-14	2014		10.1016/j.surfcoat.2012.02.009	WOS:000335542100003	
Journal article		ILL14CA1050	Italy	D2B	Crystallography	Catti M., Ghaani M.R.		On the lithiation reaction of niobium oxide: Structural and electronic properties of Li1.714Nb2O5	Physical Chemistry Chemical Physics	16	1385-1392	2014		10.1039/c3cp54215g	WOS:000328884900011	
Journal article		ILL15CH1048	France (not ILL)/USA	D22	Biology	Charvolin D., Picard M., Huang L.S., Berry E.A., Popot J.L.		Solution behavior and crystallization of cytochrome bc 1 in the presence of amphipols	Journal of Membrane Biology	247	981-996	2014		10.1007/s00232-014-9694-4	WOS:000343835500018	
Journal article		ILL14CH1093	Japan/UK/Taiwan	D20	Magnetic Structures	Chen W.T., Mizumaki M., Seki H., Senn M.S., Saito T., Kan D., Attfield J.P., Shimakawa Y.		A half-metallic A- and B-site-ordered quadruple perovskite oxide CaCu3Fe2Re2O12 with large magnetization and a high transition temperature	Nature Communications	5	3909-1-3909-7	2014		10.1038/ncomms4909	WOS:000337504400005	
Journal article		ILL14CH1086	Germany	D11	Soft Matter	Chiappisi L., Prévost S., Gradzielski M.		Form factor of cylindrical superstructures composed of globular particles	Journal of Applied Crystallography	47	827-834	2014		10.1107/S1600576714005524	WOS:000336738500002	
Journal article		ILL14CL1085	Denmark/Italy/USA/Australia	D19	Crystallography	Clausen H.F., Jørgensen M.R.V., Cenedese S., Schmokel M.S., Christensen M., Chen Y.S., Koutsantonis G., Overgaard J., Spackman M.A., Iversen B.B.		Host perturbation in a ?-hydroquinone clathrate studied by combined X-ray/neutron charge-density analysis: Implications for molecular inclusion in supramolecular entities	Chemistry - A European Journal	20	8089-8098	2014		10.1002/chem.201400129	WOS:000337742600029	
Thesis		ILL20CO1047	France (not ILL)	STEREO		Collin A.		Étude des antineutrinos de réacteurs : mesure de l'angle de mélange leptonique ??? et recherche d'éventuels neutrinos stériles				2014				
Journal article		ILL14CO1016	UK		Magnetic Structures	Coomer F.C., Cussen E.J.		Structural and magnetic study of order-disorder behavior in the double perovskites Ba2Nd1-xMnxMoO6	Inorganic Chemistry	53	746-755	2014	47903	10.1021/ic4017799	WOS:000330204000019	
Article from Conference in a Journal	OA	ILL15CO1028	Sweden/Denmark/USA/Switzerland/Australia	SuperADAM/ADAM	Applied Physics, Instrumentation and Techniques	Cooper-Jensen C.P., Vorobiev A., Klinkby E., Kapaklis V., Wilkens H., Rats D., Hjörvarsson B., Kirstein O., Bentley P.M.		"m=1" coatings for neutron guides	Journal of Physics : Conference Series	528	012005-1-012005-7	2014		10.1088/1742-6596/528/1/012005	WOS:000340245000005	
Journal article		ILL14CO1088	UK	D2B	Crystallography	Corkett A.J., Free D.G., Cassidy S.J., Ramos S., Clarke S.J.		Control of the superconducting properties of Sr2-xCaxVO3FeAs through isovalent substitution	Journal of Solid State Chemistry	216	91-98	2014		10.1016/j.jssc.2014.02.024	WOS:000338177100014	
Journal article		ILL14CU1130	Italy/France (not ILL)	IN6	Soft Matter	Cupane A., Fomina M., Schirò G.		The boson peak of deeply cooled confined water reveals the existence of a low-temperature liquid-liquid crossover	Journal of Chemical Physics	141	18C510-1-18C510-7	2014	6-02-556	10.1063/1.4895793	WOS:000344847600054	
Journal article		ILL14DA1008	India	S18	Materials Science and Engineering	Das A., Mazumder S., Sen D., Yalmali V., Shah J.G., Ghosh A., Sahu A.K., Wattal P.K.		Small-angle neutron scattering as a probe to decide the maximum limit of chemical waste immobilization in a cement matrix	Journal of Applied Crystallography	47	421-429	2014		10.1107/S1600576713033463	WOS:000330485100051	
Journal article		ILL14DE1032	Spain	D1B	Crystallography	De Aza A.H., Turrillas X., Rodríguez M.A., Duran T., Pena P.		Time-resolved powder neutron diffraction study of the phase transformation sequence of kaolinite to mullite	Journal of the European Ceramic Society	34	1409-1421	2014		10.1016/j.jeurceramsoc.2013.10.034	WOS:000331340900040	
Journal article		ILL15DI1017	USA/Japan/France (ILL)		Theory	Diallo S.O., Azuah R.T., Abernathy D.L., Taniguchi J., Suzuki M., Bossy J., Mulders N., Glyde H.R.		Evidence for a common physical origin of the Landau and BEC theories of superfluidity	Physical Review Letters	113	215302-1-215302-5	2014		10.1103/PhysRevLett.113.215302	WOS:000345462900006	
Journal article		ILL14DI1037	France (not ILL)	D1B	Magnetic Structures	Diop L.V.B., Arnold Z., Isnard O., Kamarád J.		Magnetic properties of LaCo12B6 compound as probed by neutron diffraction and by magnetization study under high pressures	Journal of Alloys and Compounds	593	163-168	2014		10.1016/j.jallcom.2013.12.216	WOS:000331713800029	
Journal article		ILL14DU1091	Germany/Austria	PF1B	Nuclear and Particle Physics	Dubbers D., Raffelt L., Märkisch B., Friedl F., Abele H.		The point spread function of electrons in a magnetic field, and the decay of the free neutron	Nuclear Instruments and Methods in Physics Research A	763	112-119	2014		10.1016/j.nima.2014.06.020	WOS:000341986200015	
Journal article		ILL14FA1081	Australia/France (not ILL)	IN6	Materials Science and Engineering	Farmahini A.H., Shahtalebi A., Jobic H., Bhatia S.K.		Influence of structural heterogeneity on diffusion of CH4 and CO2 in silicon carbide-derived nanoporous carbon	Journal of Physical Chemistry C	118	11784-11798	2014		10.1021/jp502929k	WOS:000337013400032	
Journal article		ILL14FO1034	Italy	IN13	Biology	Fomina M., Schirò G., Cupane A.		Hydration dependence of myoglobin dynamics studied with elastic neutron scattering, differential scanning calorimetry and broadband dielectric spectroscopy	Biophysical Chemistry	185	25-31	2014		10.1016/j.bpc.2013.11.004	WOS:000331507800005	
Article from Conference in a Journal	OA	ILL15FR1072	France (not ILL)/Australia	S18	Materials Science and Engineering	Freund A.K., Rehm C.		Effect of crystal shape on neutron rocking curves of perfect single crystals designed for ultra-small-angle scattering experiments	Journal of Physics : Conference Series	528	012002-1-012002-10	2014		10.1088/1742-6596/528/1/012002	WOS:000340245000002	
Journal article		ILL14GA1073	Italy/Australia/Sweden	VIVALDI	Crystallography	Gatta G.D., Bosi F., McIntyre G.J., Hålenius U.		Static positional disorder in ulvöspinel: A single-crystal neutron diffraction study	American Mineralogist	99	255-260	2014	Inter-251	10.2138/am.2014.4702	WOS:000331676800002	
Journal article		ILL14GA1128	Italy/Sweden/Australia	VIVALDI	Crystallography	Gatta G.D., Bosi F., McIntyre G.J., Skogby H.		First accurate location of two proton sites in tourmaline: A single-crystal neutron diffraction study of oxy-dravite	Mineralogical Magazine	78	681-692	2014		10.1180/minmag.2014.078.3.15	WOS:000344420400015	
Journal article		ILL14GA1113	Italy/USA/Australia	VIVALDI	Crystallography	Gatta G.D., Jacobsen S.D., Vignola P., McIntyre G.J., Guastella G., Abate L.F.		Single-crystal neutron diffraction and Raman spectroscopic study of hydroxylherderite, CaBePO4(OH, F)	Mineralogical Magazine	78	723-737	2014	Test-2237	10.1180/minmag.2014.078.3.18	WOS:000344420400018	
Journal article		ILL14GE1006	Switzerland/France (not ILL)/Canada/USA	D23	Magnetic Structures	Gerber S., Bartkowiak M., Gavilano J.L., Ressouche E., Egetenmeyer N., Niedermayer C., Bianchi A.D., Movshovich R., Bauer E.D., Thompson J.D., Kenzelmann M.		Switching of magnetic domains reveals spatially inhomogeneous superconductivity	Nature Physics	10	126-129	2014	5-41-599, 5-41-679, 5-41-644	10.1038/nphys2833	WOS:000332141800017	
Journal article		ILL14GO1132	Australia	D19/LADI-I/LADI-III	Biology	Golden E.A., Vrielink A.		Looking for hydrogen atoms: Neutron crystallography provides novel insights into protein structure and function	Australian Journal of Chemistry	67	1751-1762	2014	DIR-111	10.1071/CH14337	WOS:000347232600007	
Journal article		ILL15GO1024	India/Ireland/China	D20	Magnetic Structures	Goswami S., Bhattacharya D., Keeney L., Maity T., Kaushik S.D., Siruguri V., Das G.C., Yang H., Li W., Gu C.Z., Pemble M.E., Roy S.		Large magnetoelectric coupling in nanoscale BiFeO3 from direct electrical measurements	Physical Review B	90	104402-1-104402-7	2014		10.1103/PhysRevB.90.104402	WOS:000341239100006	
Journal article		ILL14GR1106	USA	LADI-III	Biology	Groves J.T., Boaz N.C.		Fishing for peroxidase protons	Science	345	142-143	2014	8-01-414	10.1126/science.1256754	WOS:000339409900024	
Journal article		ILL14GR1119	Germany/USA	LADI-III	Crystallography	Gruene T., Hahn H.W., Luebben A.V., Meilleur F., Sheldrick G.M.		Refinement of macromolecular structures against neutron data with SHELXL2013	Journal of Applied Crystallography	47	462-466	2014	8-01-320, 8-01-273, 8-01-266	10.1107/S1600576713027659	WOS:000330485100057	
Journal article		ILL14GU1072	UK	D2B	Magnetic Structures	Gurusinghe N.N.M., Fones J.C., Marco J.F., Berry F.J., Greaves C.		Fluorine insertion into the Ruddlesden-Popper phase La2BaFe2O7: The structure and magnetic properties of La2BaFe2O5F4	Dalton Transactions	43	2038-2043	2014	5-31-2265	10.1039/C3DT52769G	WOS:000328952500014	
Journal article		ILL14HA1059	UK	PF2	Nuclear and Particle Physics	Harris P.G., Pendlebury J.M., Devenish N.E.		Gravitationally enhanced depolarization of ultracold neutrons in magnetic-field gradients	Physical Review D	89	016011-1-016011-5	2014		10.1103/PhysRevD.89.016011	WOS:000331841100010	
Article from Conference in a Journal	OA	ILL14HA1051	Austria	S18	Nuclear and Particle Physics	Hasegawa Y.		Investigations of fundamental phenomena in quantum mechanics with neutrons	Journal of Physics : Conference Series	504	012025-1-012025-13	2014		10.1088/1742-6596/504/1/012025	WOS:000336121900025	
Journal article		ILL16HE1019	Germany	D22	Biology	Hennig J., Sattler M.		The dynamic duo: Combining NMR and small angle scattering in structural biology	Protein Science	23	669-682	2014		10.1002/pro.2467	WOS:000336843100001	
Journal article		ILL14HE1096	UK	IN15	Magnetic Excitations	Henry S., Pipe M., Cottle A., Clarke C., Divakar U., Lynch A.		Characterisation of superconducting capillaries for magnetic shielding of twisted-wire pairs in a neutron electric dipole moment experiment	Nuclear Instruments and Methods in Physics Research A	763	155-162	2014		10.1016/j.nima.2014.06.021	WOS:000341986200021	
Journal article		ILL14HE1022	UK	D2B	Crystallography	Hervoches C.H., Greaves C.		Variable temperature neutron diffraction study of crystal structure and transport pathways in oxide ion conductors Bi12.5Ln1.5ReO24.5 (Ln=Lu, Er)	Solid State Ionics	254	1-5	2014	5-24-357	10.1016/j.ssi.2013.10.032	WOS:000331022900001	
Journal article		ILL14HO1094	Japan	D4C	Liquids and Glasses	Hosokawa S.		Anomalous X-ray scattering investigations on metallic glasses	Materials Science Forum	783-786	1907-1912	2014	6?05?778	10.4028/www.scientific.net/MSF.783-786.1907		
Journal article		ILL14HU1089	France (not ILL)		Spectroscopy in Solid State Physics and Chemistry	Huclier-Markai S., Kerdjoudj R., Alliot C., Bonraisin A.C., Michel N., Haddad F., Barbet J.		Optimization of reaction conditions for the radiolabeling of DOTA and DOTA-peptide with 44m/44Sc and experimental evidence of the feasibility of an in vivo PET generator	Nuclear Medicine and Biology	41	e36-e43	2014		10.1016/j.nucmedbio.2013.11.004	WOS:000537127800007	
Journal article		ILL14HU1033	UK/Switzerland	SALSA	Applied Physics, Instrumentation and Techniques	Hughes D.J., Koukovini-Platia E., Heeley E.L.		Residual stress in a laser welded EUROFER blanket module assembly using non-destructive neutron diffraction techniques	Fusion Engineering and Design	89	104-108	2014		10.1016/j.fusengdes.2013.12.041	WOS:000333791700005	
Journal article		ILL14HU1044	France (not ILL)	LAGRANGE	Spectroscopy in Solid State Physics and Chemistry	Hureau M., Smirnov K.S., Moissette A., Jobic H.		Vibrational dynamics of the salicylideneaniline molecule in the solid phase and the confined state	Physical Chemistry Chemical Physics	16	7562-7570	2014		10.1039/c3cp54880e	WOS:000333523500046	
Article from Conference in a Journal	OA	ILL14IS1084	Armenia	PN3	Applied Physics, Instrumentation and Techniques	Ispirian K.A.		Gamma Cherenkov-transition radiation of high energy electrons and methods for the measurement of the refractive index of MeV photons using total internal and external reflections (Invited talk)	Journal of Physics : Conference Series	517	012008-1-012008-7	2014		10.1088/1742-6596/517/1/012008	WOS:000340623300008	
Journal article		ILL14JA1083	UK/Japan			Jacobsen M.K., Ridley C.J., Bocian A., Kirichek O., Manuel P., Khalyavin D., Azuma M., Attfield J.P., Kamenev K.V.		High-pressure cell for neutron diffraction with in situ pressure control at cryogenic temperatures	Review of Scientific Instruments	85	043904-1-043904-7	2014		10.1063/1.4870061	WOS:000335920600037	
Journal article		ILL14JA1071	UK/South Africa	SALSA	Materials Science and Engineering	James M.N., Newby M., Doubell P., Hattingh D.G., Serasli K., Smith D.J.		Weld residual stresses near the bimetallic interface in clad RPV steel: A comparison between deep-hole drilling and neutron diffraction data	Nuclear Engineering and Design	274	56-65	2014	1-02-44	10.1016/j.nucengdes.2014.03.042	WOS:000338620500006	
Journal article		ILL16KA1020	Japan/France (not ILL)	D23	Magnetic Structures	Kaneko K., Raymond S., Ressouche E., Lapertot G., Takeuchi T., Hirose Y., Honda F., Onuki Y.		Field-induced order in heavy-fermion compound YbCo2Zn20	JPS Conference Proceedings	3	011061-1-011061-5	2014		10.7566/JPSCP.3.011061		
