"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF18BU7007	UK	Bury C.S., Brooks-Bartlett J.C., Walsh S.P., Garman E.F.	Estimate your dose: RADDOSE-3D	Protein Science	27	217-228	2018			MX-1932	10.1002/pro.3302		
Journal article		ESRF18CA7059	France (not ESRF)	Camarasa C., Chiron H., Daboussi F., Della Valle G., Dumas C., Farines V., Floury J., Gagnaire V., Gorret N., Léonil J., Mouret J.R., O'Donohue M.J., Sablayrolles J.M., Salmon J.M., Saulnier L., Truan G.	INRA's research in industrial biotechnology: For food, chemicals, materials and fuels	Innovative Food Science & Emerging Technologies	46	140-152	2018				10.1016/j.ifset.2017.11.008		
Journal article		ESRF18CA7126	UK	Carter S., Clough R., Fisher A., Gibson B., Russell B., Waack J.	Atomic spectrometry update: Review of advances in the analysis of metals, chemicals and materials	Journal of Analytical Atomic Spectrometry	33	1802-1848	2018				10.1039/C8JA90039F		
Journal article		ESRF18CA7109	Italy/Switzerland	Castelnovo P., Florio M., Forte S., Rossi L., Sirtori E.	The economic impact of technological procurement for large-scale research infrastructures: Evidence from the Large Hadron Collider at CERN	Research Policy	47	1853-1867	2018				10.1016/j.respol.2018.06.018		
Journal article		ESRF19CA7110	Switzerland	Cayron C.	Shifting the Shear Paradigm in the Crystallographic Models of Displacive Transformations in Metals and Alloys	Crystals	8	181-1-181-55	2018				10.3390/cryst8040181		
Journal article		ESRF18CH7145	Switzerland	Chalmers M.	Meet the Extremely Brilliant Source	Courrier du CERN	58	17-18	2018						
Journal article		ESRF18CH7130	France (not ESRF)	Chatti F., Bouvet C., Poquillon D., Michon G.	Numerical modelling of shear hysteresis of entangled cross-linked carbon fibres intended for core material	Computational Materials Science	155	350-363	2018				10.1016/j.commatsci.2018.09.005		
Journal article		ESRF18CH7181	Germany	Chen P.C., Hennig J.	The role of small-angle scattering in structure-based screening applications	Biophysical Reviews	10	1295-1310	2018				10.1007/s12551-018-0464-x		
Journal article		ESRF18CH7054	Switzerland	Chergui M.	Ultrafast photophysics and photochemistry of iron hexacyanides in solution: Infrared to X-ray spectroscopic studies	Coordination Chemistry Reviews	372	52-65	2018				10.1016/j.ccr.2018.05.021		
Journal article		ESRF18CH7139	USA	Cherukara M.J., Cha W., Harder R.J.	Anisotropic nano-scale resolution in 3D Bragg coherent diffraction imaging	Applied Physics Letters	113	203101-1-203101-5	2018				10.1063/1.5055235		
Journal article	OA	ESRF18CH7140	USA	Cherukara M.J., Nashed Y.S.G., Harder R.J.	Real-time coherent diffraction inversion using deep generative networks	Scientific Reports	8	16520-1-16520-8	2018		ESRF (Grenoble)		10.1038/s41598-018-34525-1		
Journal article		ESRF18CO7032	France (not ESRF)	Cornelius T.W., Thomas O.	Progress of in situ synchrotron X-ray diffraction studies on the mechanical behavior of materials at small scales	Progress in Materials Science	94	384-434	2018				10.1016/j.pmatsci.2018.01.004		
Journal article		ESRF18CR7055	Italy/Switzerland	Cristofolini L., Orsi D., Isa L.	Characterization of the dynamics of interfaces and of interface-dominated systems via spectroscopy and microscopy techniques	Current Opinion in Colloid & Interface Science	37	13-32	2018				10.1016/j.cocis.2018.06.001		
Journal article	OA	ESRF18CU7131	France (not ESRF)/USA	Cuif J.P., Dauphin Y., Luquet G., Medjoubi K., Somogyi A., Pérez-Huerta A.	Revisiting the organic template model through the microstructural study of shell development in Pinctada margaritifera, the Polynesian pearl oyster	Minerals	8	370-1-370-20	2018		ESRF (Grenoble)	EC-24, EC-208	10.3390/min8090370		
Journal article	OA	ESRF18DA7170	USA/France (not ESRF)	Dauphas N., Hu M.Y., Baker E.M., Hu J.L., Tissot F.L.H., Alp E.E., Roskosz M., Zhao J., Bi W., Liu J., Lin J.F., Nie N.X., Heard A.	SciPhon: A data analysis software for nuclear resonant inelastic X-ray scattering with applications to Fe, Kr, Sn, Eu and Dy	Journal of Synchrotron Radiation	25	1581-1599	2018				10.1107/S1600577518009487		
Book chapter		ESRF18DE7160	Italy	Del Favero E., Brocca P., Cantù L.	Scattering techniques and ganglioside aggregates: Laser light, neutron, and X-ray scattering	Methods in Molecular Biology	1804	57-82	2018		ESRF (Grenoble)		10.1007/978-1-4939-8552-4_3		
Journal article		ESRF18DI7074	Italy/Australia	Di Lillo F., Mettivier G., Castriconi R., Sarno A., Stevenson A.W., Hall C.J., Häusermann D., Russo P.	Synchrotron radiation external beam rotational radiotherapy of breast cancer: Proof of principle	Journal of Synchrotron Radiation	25	857-868	2018		Australian Synchrotron (Melbourne)		10.1107/S1600577518003788		
Journal article		ESRF18DI7081	Switzerland/Germany/UK/Canada/Russia/Italy/Croatia/Israel	Dieterle M., Werthmüller D., Abt S., Afzal F., Bartolome P.A., Ahmed Z., Ahrens J., Annand J.R.M., Arends H.J., Bashkanov M., Beck R., Biroth M., Borisov N., Braghieri A., Briscoe W.J., Cherepnya S., Cividini F., Collicott C., Costanza S., Denig A., Downie E.J., Drexler P., Fil'kov L.V., Garni S., Glazier D.I., Gorodnov I., Gradl W., Günther M., Gurevich D., Heijkenskjöld L., Hornidge D., Huber G.M., Käser A., Kashevarov V.L., Kay S., Keshelashvili I., Kondratiev R., Korolija M., Krusche B., Lazarev A., Lisin V., Livingston K., Lutterer S., MacGregor I.J.D., Manley D.M., Martel P.P., McGeorge J.C., Metag V., Middleton D.G., Miskimen R., Mornacchi E., Mushkarenkov A., Neganov A., Neiser A., Oberle M., Ostrick M., Otte P.B., Oussena B., Paudyal D., Pedroni P., Polonski A., Prakhov S.N., Ron G., Rostomyan T., Sarty A., Sfienti C., Sokhoyan V., Spieker K., Steffen O., Strakovsky I.I., Strub T., Supek I., Thiel A., Thiel M., Thomas A., Unverzagt M., Usov Y.A., Wagner S., Walford N.K., Watts D.P., Wettig J., Witthauer L., Wolfes M., Zana L.A.	Photoproduction of π0 mesons off protons and neutrons in the second and third nucleon resonance regions	Physical Review C	97	065205-1-065205-28	2018				10.1103/PhysRevC.97.065205		
Journal article		ESRF18DU7093	Germany	Dubrovinskaia N., Dubrovinsky L.	Crystallography taken to the extreme	Physica Scripta	93	062501-1-062501-26	2018				10.1088/1402-4896/aabf25		
Journal article		ESRF18FA7177	USA	Farfan G.A., Apprill A., Webb S.M., Hansel C.M.	Coupled X-ray fluorescence and X-ray absorption spectroscopy for microscale imaging and identification of sulfur species within tissues and skeletons of scleractinian corals	Analytical Chemistry	90	12559-12566	2018		SSRL (Stanford)		10.1021/acs.analchem.8b02638		WOS:000449722500034
Journal article		ESRF18FE7146	Colombia/Italy/Australia/Spain/Brazil	Ferri F., Acosta-Vigil A., Pérez C.A., Hayek N.	Mapping the distribution of melt during anatexis at the source area of crustal granites by synchrotron μ-XRF	American Mineralogist	103	1719-1733	2018		LNLS (Campinas SP)		10.2138/am-2018-6290		
Journal article	OA	ESRF18FI7077	Brazil/UK	Figueroa S.J.A., Beniz D.B., Mauricio J.C., Piton J.R., Parry S.A., Cibin G.	Steps towards XAFS beamline automation and remote access	Journal of Synchrotron Radiation	25	953-959	2018		DIAMOND (Didcot)/LNLS (Campinas SP)		10.1107/S1600577518007920		
Book chapter		ESRF18FO7178	USA/Russia/Germany	Fohtung E., Karpov D., Baumbach T.	Bragg coherent diffraction imaging techniques at 3rd and 4th generation light sources	Springer Series in Materials Science	280	203-215	2018				10.1007/978-3-319-99465-9_8		
Journal article	OA	ESRF18FO7150	France (not ESRF)/UK	Forsyth V.T., Moody P.	Neutron scattering for the study of biological systems – major opportunities within a rapidly changing landscape	Acta Crystallographica D	74	1126-1128	2018				10.1107/S2059798318017886		
Journal article		ESRF18GA7132	United Arab Emirates/Tunisia	Gaidi M.	Nanostructured SnO2 thin films: Effects of porosity and catalytic metals on gas-sensing sensitivity	Applied Physics A	124	725-1-725-14	2018				10.1007/s00339-018-2111-6		
Journal article		ESRF18GA7098	Romania/France (not ESRF)/USA	Gales S., Tanaka K.A., Balabanski D.L., Negoita F., Stutman D., Tesileanu O., Ur C.A., Ursescu D., Andrei I., Ataman S., Cernaianu M.O., D'Alessi L., Dancus I., Diaconescu B., Djourelov N., Filipescu D., Ghenuche P., Ghita D.G., Matei C., Seto K., Zeng M., Zamfir N.V.	The extreme light infrastructure—nuclear physics (ELI-NP) facility: New horizons in physics with 10 PW ultra-intense lasers and 20 MeV brilliant gamma beams	Reports on Progress in Physics	81	094301-1-094301-28	2018				10.1088/1361-6633/aacfe8		
Journal article	OA	ESRF18GA7117	USA	Gao Y., Xu W., Shi W., Soares A., Jakoncic J., Myers S., Martins B., Skinner J., Liu Q., Bernstein H., McSweeney S., Nazaretski E., Fuchs M.R.	High-speed raster-scanning synchrotron serial microcrystallography with a high-precision piezo-scanner	Journal of Synchrotron Radiation	25	1362-1370	2018		NSLS (Brookhaven)		10.1107/S1600577518010354		
Journal article		ESRF18GA7090	India	Garg A.D., Modi M.H., Puntambekar T.A.	Design of synchrotron radiation interferometer (SRI) for beam size measurement at visible diagnostics beamline in Indus-2 SRS	Nuclear Instruments and Methods in Physics Research A	902	164-172	2018				10.1016/j.nima.2018.06.024		
Article from Conference in a Book		ESRF18GA7103	Germany	Gavaldà X.N., Keil J., Wanzenberg R.	Multi-objectives genetic algorithms (MOGA) optimization of PETRA IV scenarios						PETRA IV		10.18429/JACoW-IPAC2018-THPAF028		
Journal article		ESRF18GE7062	USA	Gee L.B., Wang H., Cramer S.P.	NRVS for Fe in biology: Experiment and basic interpretation	Methods in Enzymology	599	409-425	2018				10.1016/bs.mie.2017.11.002		
Journal article		ESRF18GE7094	France (not ESRF)	Genix A.C., Oberdisse J.	Nanoparticle self-assembly: From interactions in suspension to polymer nanocomposites	Soft Matter	14	5161-5179	2018				10.1039/C8SM00430G		
Journal article		ESRF18GI7171	Italy	Giuliani A., Mazzoni S., Ruggiu A., Canciani B., Cancedda R., Tavella S.	High-resolution x-ray tomography: A 3D exploration into the skeletal architecture in mouse models submitted to microgravity constraints	Frontiers in Physiology	9	181-1-181-7	2018				10.3389/fphys.2018.00181		
Journal article		ESRF18GO7138	Canada/Spain/Sweden/UK	Gómez-Blanco J., de la Rosa-Trevin J.M., Marabini R., del Cano L., Jiménez A., Martínez M., Melero R., Majtner T., Maluenda D., Mota J., Rancel Y., Ramírez-Aportela E., Vilas J.L., Carroni M., Fleischmann S., Lindahl E., Ashton A.W., Basham M., Clare D.K., Savage K., Siebert C.A., Sharov G.G., Sorzano C.O.S., Conesa P., Carazo J.M.	Using Scipion for stream image processing at Cryo-EM facilities	Journal of Structural Biology	204	457-463	2018				10.1016/j.jsb.2018.10.001		
Book chapter		ESRF18GR7123	France (not ESRF)	Grèzes-Besset C., Chauveau G., Pinard L.	Optical coatings for large facilities								10.1016/B978-0-08-102073-9.00019-9		
Journal article	OA	ESRF18GR7045	UK	Grimes J.M., Hall D.R., Ashton A.W., Evans G., Owen R.L., Wagner A., McAuley K.E., von Delft F., Orville A.M., Sorensen T., Walsh M.A., Ginn H.M., Stuart D.I.	Where is crystallography going?	Acta Crystallographica D	74	152-166	2018		ESRF (Grenoble)		10.1107/S2059798317016709		
Journal article		ESRF18GU7108	France (not ESRF)	Guardiola C., Prezado Y., Roulin C., Bergs J.W.J.	Effect of X-ray minibeam radiation therapy on clonogenic survival of glioma cells	Clinical and Translational Radiation Oncology	13	7-13	2018				10.1016/j.ctro.2018.07.005		
Journal article		ESRF18GU7097	USA	Guo W., Hidaka Y., Willeke F., Yang X.	Betatron phase and nonlinear lattice correction	Physical Review Accelerators and Beams	21	081001-1-081001-14	2018				10.1103/PhysRevAccelBeams.21.081001		
Journal article		ESRF18HA7046	Germany	Hänschke D., Hamann E., Baumbach T.	Neuartiger Röntgenblick auf Kristallversetzungen	Physik in Unserer Zeit	49	58-59	2018				10.1002/piuz.201870204		
Journal article		ESRF18HE7023	China	He Y., Bao X., Zhou Q.	Magnetic field stability of PrFeB magnets developed by GBD for cryogenic permanent magnet undulators	Journal of Rare Earths	36	385-389	2018				10.1016/j.jre.2017.09.011		
Journal article		ESRF18HE7121	UK	Henderson R.	From electron crystallography to single particle CryoEM (Nobel Lecture)	Angewandte Chemie International Edition	57	10804-10825	2018				10.1002/anie.201802731		
Article from Conference in a Book		ESRF18HI7087	Japan	Higashi N., Harada K., Honda T., Kobayashi Y., Nakamura N., Hirano K.	Current and future of storage ring based light sources in KEK								10.18429/JACoW-FLS2018-MOP1WB03		
Journal article		ESRF18HO7143	USA	Hoffman A.S., Singh J.A., Bent S.F., Bare S.R.	In situ observation of phase changes of a silica-supported cobalt catalyst for the Fischer–Tropsch process by the development of a synchrotron-compatible in situ/operando powder X-ray diffraction cell	Journal of Synchrotron Radiation	25	1673-1682	2018				10.1107/S1600577518013942		
Journal article		ESRF18HO7164	Japan	Hosokawa S., Stellhorn J.R., Hayashi K., Matsushita T.	Applications of a L1-regularized linear regression to X-ray fluorescence holography data of functional materials	Physica Status Solidi (b)	255	1800089-1-1800089-13	2018				10.1002/pssb.201800089		
Journal article		ESRF18HO7002	USA/China	Hou D., Zhao C., Paterson A.R., Li S., Jones J.L.	Local structures of perovskite dielectrics and ferroelectrics via pair distribution function analyses	Journal of the European Ceramic Society	38	971-987	2018				10.1016/j.jeurceramsoc.2017.12.003		
Article from Conference in a Book		ESRF18HO7175	UK	Howell G., Baker N., Davies S., Walters A., García-Fernández M., Huang H., Scott S., Zhou K.	A new procurement strategy to challenge the supplier constraints created when using a fully developed reference design										
Journal article	OA	ESRF18HU7069	The Netherlands/Japan/Canada	Hunault M.O.J.Y., Harada Y., Miyawaki J., Wang J., Meijerink A., de Groot F.M.F., van Schooneveld M.M.	Direct observation of Cr3+ 3d states in ruby: Toward experimental mechanistic evidence of metal chemistry	Journal of Physical Chemistry A	122	4399-4413	2018		CLS (Saskatoon)		10.1021/acs.jpca.8b00984		
Book chapter		ESRF18HU7179	USA	Hunter M.S., Fromme P.	Serial femtosecond crystallography (SFX): An overview								10.1007/978-3-030-00551-1_2		
Journal article		ESRF18HU7033	UK	Hussain N., Mullis A.M., Forrester J.S.	Effect of cooling rate and chromium doping on the microstructure of Al-25 at.% Ni Raney type alloy	Journal of Alloys and Compounds	744	801-808	2018				10.1016/j.jallcom.2018.02.123		
Journal article		ESRF18ID7118	Japan	Idehara T., Sabchevski S.P.	Development and application of gyrotrons at FIR UF	IEEE Transactions on Plasma Science	46	2452-2459	2018				10.1109/TPS.2017.2775678		WOS:000438121200003
Journal article		ESRF18IS7070	France (not ESRF)/Sweden	Ismail I., Guillemin R., Marchenko T., Travnikova O., Ablett J.M., Rueff J.P., Piancastelli M.N., Simon M., Journel L.	Experimental setup for the study of resonant inelastic X-ray scattering of organometallic complexes in gas phase	Review of Scientific Instruments	89	063107-1-063107-5	2018		Soleil (Orsay)		10.1063/1.5021536		
Journal article		ESRF18JA7084	USA	Jarrige I., Bisogni V., Zhu Y., Leonhardt W., Dvorak J.	Paving the way to ultra-high-resolution resonant inelastic X-ray scattering with the SIX beamline at NSLS-II	Synchrotron Radiation News	31	7-13	2018		NSLS (Brookhaven)		10.1080/08940886.2018.1435949		
Article from Conference in a Book		ESRF18JE7060	USA	Jensen B.J., Wright J., Holländer B., Cherne F.J., Tucker T., Owens C.T., Rivera J.	Synchronizing a 40-mm powder gun to an accelerator	AIP Conference Proceedings	1979	160011-1-160011-5	2018				10.1063/1.5045010		
Journal article		ESRF18KA7044	Austria/Greece/Poland/Argentina/Hungary/Italy/Canada/Iran/India/Slovenia	Karydas A.G., Czyzycki M., Leani J.J., Migliori A., Osán J., Bogovac M., Wrobel P., Vakula N., Padilla-Alvarez R., Menk R.H., Gol M.G., Antonelli M., Tiwari M.K., Caliri C., Vogel-Mikus K., Darby I., Kaiser R.B.	An IAEA multi-technique X-ray spectrometry endstation at Elettra Sincrotrone Trieste: Benchmarking results and interdisciplinary applications	Journal of Synchrotron Radiation	25	189-203	2018		ELETTRA (Triestre)		10.1107/S1600577517016332		
Journal article		ESRF18KA7136	Switzerland/Germany/Canada/USA/UK/Russia/Italy/Croatia/Israel	Käser A., Dieterle M., Witthauer L., Abt S., Achenbach P., Adlarson P., Afzal F., Ahmed Z., Ahrens J., Annand J.R.M., Arends H.J., Bashkanov M., Beck R., Biroth M., Borisov N.S., Braghieri A., Briscoe W.J., Cividini F., Collicott C., Costanza S., Denig A., Downie E.J., Drexler P., Fix A., Garni S., Glazier D.I., Gorodnov I., Gradl W., Günther M., Gurevich G.M., Heijkenskjöld L., Hornidge D., Huber G.M., Kashevarov V.L., Kay S., Keshelashvili I., Kondratiev R., Korolija M., Krusche B., Lazarev A.B., Lisin V., Livingston K., Lutterer S., MacGregor I.J.D., Manley D.M., Martel P.P., Metag V., Meyer W., Miskimen R., Mornacchi E., Mushkarenkov A., Neganov A.B., Neiser A., Oberle M., Ostrick M., Otte P.B., Paudyal D., Pedroni P., Polonski A., Prakhov S.N., Reicherz G., Ron G., Rostomyan T., Sarty A., Sfienti C., Sokhoyan V., Spieker K., Steffen O., Strakovsky I.I., Strub T., Supek I., Thiel A., Thiel M., Thomas A., Unverzagt M., Usov Y.A., Wagner S., Walford N.K., Watts D.P., Werthmüller D., Wettig J., Wolfes M., Zana L.	First measurement of helicity-dependent cross sections in π0η photoproduction from quasi-free nucleons	Physics Letters B	786	305-312	2018				10.1016/j.physletb.2018.10.006		
